Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Latin America & Caribbean (excluding high income),LAC,15805.1149301794
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,16300.5281589834
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Least developed countries: UN classification,LDC,3045.90684802103
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Low & middle income,LMY,10705.8659705777
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Low income,LIC,2475.65728455191
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Lower middle income,LMC,6540.42454252921
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Middle East & North Africa,MEA,16292.0881456906
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Middle East & North Africa (excluding high income),MNA,10650.2420037202
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Middle East & North Africa (IDA & IBRD countries),TMN,10703.9422180958
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Middle income,MIC,11680.0960020639
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,North America,NAC,61146.9614246779
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Not classified,INX,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,OECD members,OED,44695.5126830264
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Other small states,OSS,22710.1901270325
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Pacific island small states,PSS,7321.69517129671
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Post-demographic dividend,PST,49030.1705357103
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Pre-demographic dividend,PRE,3532.4397898148
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Small states,SST,20549.4022243381
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,South Asia,SAS,6224.50733289857
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,South Asia (IDA & IBRD),TSA,6224.50733289857
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sub-Saharan Africa,SSF,3782.3349707539
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sub-Saharan Africa (excluding high income),SSA,3758.33376688341
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,3782.3349707539
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Upper middle income,UMC,16868.3610700493
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,World,WLD,16913.9098515325
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 12/16/2020,,,,
